品名,單位,重量,熱量
柳橙100%純汁,,200cc,102
柳橙中,1個,,50
柳橙原汁,1杯,248克,110
柳橙原汁,1杯,,110
柿干,2/3個,35克,60 大卡
柿餅,,97克,250
洋火腿,,30克,73
洋蔥豬排飯,1碟,,1278
津津蘆筍汁,1瓶,250ml,90
炸大腸,1串,,159
炸羊肉串,,100克,217
炸芋角,1個,,113
炸豆腐,1件,,128
炸枝竹,,100克,485
炸春捲,1個,,160
炸洋蔥圈,1份,,355
炸香腸,1條,35克,128
炸臭豆腐,2塊,,245
炸蝦湯麵,1碗,,595
炸豬排蛋飯,1碟,,971
炸豬排堡,1份,,415
炸醬麵,1碗,,385
炸雞 上腿肉,1塊,,278
炸雞 翅膀,1塊,,181
炸雞 雞胸肉,1塊,,257
炸雞粉,1大匙,15克,51
炸雞排,1片,,400
炸雞脾,1隻,,600
炸雞脾/腿飯,1碟,,800
炸雞翼,1隻,,350
炸雞籃,1份,,780
炸蠶豆,,1磅,1888
珍珍多薯片,77片,100克,467
珍珍魷魚片,1包,80克,259
珍珍魷魚絲,1包,80克,231
珍珍魷魚頭,1包,80克,216
珍珠丸,1顆,,45
珍珠丸子,2個,,170
珍珠奶茶,,355 ml,180
珍珠奶茶,1杯,,160
珍珠雞,1件,,150
皇帝蕉,1隻,,40
紅瓜子,10粒,,10
紅西瓜,1片,300克,60 大卡
紅西瓜,1片,10兩,63
紅西瓜,1片,,60
紅豆、綠豆、蠶豆、刀豆,,20克,70 大卡
紅豆麻糬,,,180
紅豆湯圓,1粒,20克,60
紅豆湯圓,1碗,255,
紅豆麵包,100,,330
紅豆麵包,1個,,280
紅花子油,1茶匙,5克,45
紅柚,1/5個,280克,60 大卡
紅柿,3/4個,75克,60 大卡
紅柿,1個,,51
紅砂糖,1大匙,15克,60
紅粉佳人,1杯,,105
紅茶、咖啡不加糖、奶精,1杯,,1
紅莓餡餅,,150克,470
紅富士頻果,,85克,45
紅菜豆,,100克,25 大卡
紅葡萄酒,,100cc,100
紅槽,,100克,100
紅蘿蔔番茄粟米連材料計,,1000ml,422
美式葡萄,,270克,130
美濃香瓜,1個,10兩,95
胡桃種仁,,100克,650
胡蘿蔔Muffins,2oz,約57克,190
重量級脆皮巧克力+雪糕,1個,,250
韭菜盒子,1個,130克,310
韭菜盒子,1個,,159
食物名稱,單位,重量,熱量數 卡
香豆奶,,250cc,150
香豆奶,1罐,,150
香草泡芙,1個,,145
香草甜筒大,1隻,,410
香草甜筒小,1隻,,230
香草甜筒中,1隻,,350
香草霜淇淋,1個,180,
香乾,,100克,147
香菇丸,1串,,90
香酥卷,,100克,368
香腸、蒜味香腸,,40克,135 大卡
"香腸大煎,牛肉",2條,140克,375
香蕉小,1根,,61
香蕉中,1/2根,,61
香蕉巧克力蛋糕,1個,,235
原味貝果,100,,200
原味蛋塔,1個,,180
原味優酪乳,1瓶,230cc,180
原味優酪乳,1罐,,180
埔島海苔,1包,20克,30
夏威夷果仁,,1oz,20
家樂氏玉米片,1份,50克,188
栗子乾,,73克,345
栗羊羹,,100克,300
栗茸餅,1塊,,155
核桃薄脆,,100克,481
核桃雜糧麵包,100,,330
格仔夾餅,1份,,555
桂格芝麻糊,1包,40克,165
桂圓杯子蛋糕,1個,,220
桂圓茶,,343克,140
桂圓乾,,37克,273
桃,1個,,45
桔子茶,1罐,,90
泰山八寶粥,1罐,380ml,280
泰山八寶粥,1碗,440,
泰山牛奶花生,1個,600,
泰山仙草蜜,1罐,330ml,80
泰山珍珠圓,1個,240,
泰山紅豆粉粿,1個,300,
浪味先,1包,,240
海南雞飯,1碟,,800
海苔醬,1大匙,15克,33
海茸,,100克,25 大卡
海帶片,1片,10克,20
海梨,1個,,61
海膽壽司,1件,,50
海鮮炒飯,1碟,,540
海鮮湯,1碗,,192
海鮮湯麵,1碗,,458
浸柿,2/5個,100克,60 大卡
消化餅,1個,,110
烈酒 40%,1罐,42克,95
烏冬,1個,250克,160
烏冬,1.5碗,,204
烏梅酒,,100cc,190
烏棗,,59克,228
烏龍香茶道地,,500 ml,0
烏龍茶 低糖,1罐,350ml,85
烏龍茶 含糖,1罐,350ml,165
烙餅,,100克,225
烤丁骨牛排,,60克,140
烤牛肉--肥肉少,1片,85克,165
烤牛肉--肥肉多,1片,85克,375
烤牛肉-去肥肉,,72克,140
烤玉米條,1包,,524
烤白菜,1份,,149
烤地瓜,1個,,135
烤章魚丸子,,,45
烤雞,,73克,240
真魷味,1包,95克,406
笑口棗,1個,,55
純汁牛肉麵,1包,85克,390
純味乳酪,1杯,,160
純喫茶〈紅茶口味〉,1瓶,500cc,145
純喫茶〈綠茶口味〉,1瓶,500cc,100
紙包蘋果汁,1瓶,250cc,134
茶 無糖及奶精,1杯,,1
茶漬飯,1碗,,232
草苺優酪乳,1罐,,180
草莓果醬,,100克,120
草莓果醬,1大匙,15克,42
草餅,1個,,110
荔枝玉露,,382克,180
貢糖,1個,,40
起士麵包,1個,,420
起司三明治,1個,,200
起司蛋吐司,1份,,310
起司蛋餅,1份,,350
起司蛋糕,1塊,,375
起司熱狗麵包,85,,290
起司麵包,1個,92克,260
馬卡龍,1個,,100
馬豆,,100克,340
馬蹄,,100克,68
馬蹄糕,,100克,102
高岡屋高纖椰果,1個,100克,50
高品質鮮乳,1瓶,240cc,160
高崗屋海苔,1包,30克,60
高鈣低脂牛奶,,100ml,46
高鈣脫脂牛奶,,100ml,40
高麗菜心,,100克,25 大卡
高纖蘇打餅乾,,30克,155
乾炒牛河,1碟,,1130
乾炒海鮮烏冬,1碟,,488
乾棗,,100克,264
乾燒伊麵,1碟,,1272
健宜可樂,1罐,350ml,10
健怡可口可樂,1罐,,4
健怡可樂,1瓶,355cc,1
健康牛奶捲心酥,,,241
健康巧克力捲心酥,,,232
健康檸檬捲心酥,,,232
健康蘇打夾心花生 .奶油.葡萄口味,,,146
健達出奇蛋,1個,20克,110
健達巧克力,1包,40克,250
動物油,1茶匙,,45
動物油,1茶匙,5克,45 大卡
培根1片,,10克,45
培根蛋餅,1份,,370
帶子壽司,1件,,51
彩虹提子軟雪糕,1杯,128克,196
得意的一天 原味,1包,50克,170
御麻糬 花生,1個,130克,120
御麻糬 紅豆,1個,130克,130
御麻糬 紫米,1個,130克,115
御飯團,1 個,,185
情人果脆冰棒,1支,,120
情人果脆冰棒,1個,120,
戚風蛋糕,1個,,130
捲心萵菜,,100克,25 大卡
排骨飯,,,554
排骨飯/麵,1碗,,480
排骨麵,1碗,,480
排骨麵,1碗,,510
排骨麵1碗,,,480
掬水軒純麥蘇打,,,152
掬水軒高纖穌打,,,149
掬水軒高纖蘇打,1盒,150克,744
曼陀珠白薄荷,1條,37克,145
曼陀珠葡萄,1條,37克,145
曼陀珠綜合水果,1條,37克,145
曼哈頓雪糕,1支,,300
梅花肉、豬前腿肉、五花肉,,45克,135 大卡
梨仔瓜,1/2個,255克,60 大卡
涼拌小黃瓜台式,1碟,,55
涼拌拉皮台式,1碟,,305
涼拌雜菌台式,1碟,,60
淡奶,1平茶匙,,8
淡奶,半杯,120ml,190
清炒麵,1盤,,380
清湯,,1000ml,42
焗海鮮,1份,,357
焗豬扒飯,1碟,,742
焗豬排意粉,1碟,,363
焗雞皇飯,1碟,,483
甜不辣片,3片,,96
甜不辣條,,135克,271
甜年糕,1小片,30克,72
甜豆漿,,300cc,190
甜豆漿,1碗,,110
甜甜圈,1個,,193
甜甜圈,1個,,230
甜碗豆夾,,100克,25 大卡
盒裝豆腐,,400克,252
盒裝豆腐,1盒,,153
粗梨,半個,4兩,65
粗梨,1小個,,61
脫脂牛奶,1杯,245克,85
脫脂牛奶,1杯,240c.c.,90
脫脂牛油薄荷糖,7粒,,60
脫脂奶,1杯,240毫升,80 大卡
脫脂奶,,100ml,33
脫脂奶,1盒,,80
脫脂奶粉,3湯匙,25克,80 大卡
脫脂奶粉,4湯匙,35克,80
脫脂奶粉,4湯匙,20克,71
脫脂奶粉,3湯匙,,80
脫脂芝士,1盒,250克,95
脫脂優酪乳,1杯,230ml,154
脫脂優酪乳,1杯,227克,125
脫脂鮮乳,1瓶,240cc,80
脫脂鮮果乳酪,,150克,140
荳奶,,100ml,48
荷包蛋,1個,50克,80
荷包蛋,1個,,120
荸齊,10粒,100克,70 大卡
莎莎亞,1罐,,200
蚵 生,,130克,100
蚵干,,15克,73
蚵仔煎,1份,,380
蛋包飯,1碟,,520
蛋皮壽司,1件,,45
蛋黃派,1盒,156克,966
蛋黃醬,1茶匙,5克,45
蛋黃醬,1茶匙,5克,45 大卡
蛋黃醬,1湯匙,15克,107
蛋塔,,,305
蛋塔,1個,,255
蛋餃,3個,1兩,68
蛋餃,5個,,109
蛋糕蒸,,100克,320
豉汁掛骨,1件,,37
豉油王炒麵,1碟,,730
豉椒鮮魷飯,1碟,,1465
軟式牛奶冰淇淋,1杯,173克,375
軟糖,,30克,115
通心粉,1碗,,167
通心粉,1/3杯,30克,70 大卡
速食麵,1包,100克,470
速食麵,1包,,345
速食麵,,100克,470
速纖飲料,1瓶,400cc,144
連藕,,100克,52
陳皮梅,3個,,40
陳年紹酒,,100mL,102
陳年紹興酒,,100cc,105
雀巢低脂乳酪,,220 ml,145.2
雀巢聰明豆,1條,20克,92
雪之月仙貝,1包,140克,480
雪之宿米果,,,70
雪梨,1個,,45
雪菜肉絲炆米,1碟,,516
雪菜肉絲窩米,1窩,,1537
雪菜肉絲麵,1碗,,640
雪碧,1罐,350ml,95
雪碧汽水,,355 ml,95
雪碧汽水,1瓶,350cc,147
雪碧汽水,1罐,,135
魚子壽司,1件,,48
魚肉飯糰,1個,,205
魚肉鬆,,25克,75 大卡
魚卵捲,4個,1兩,40
魚卵捲,6個,,55
魚肝油,1 湯匙,,126
魚柳包,1個,,360
魚翅餃,1件,,50
魚脯,,30克,55 大卡
魚蛋粉,1碗,,320
魚鬆+10醣類,,25克,75
麥片,,20克,70 大卡
麥片,1匙,10克,41
麥克雞塊,6塊,,328
麥香魚,1個,,330
麥香魚1客,,,432
麥香堡,1個,,526
麥香堡1客,,,563
麥香雞,1個,,350
麥香雞,1個,,510
麥香雞,1個,,560
麥香雞堡,1份,,460
麥粉、麵粉,3湯匙,20克,70 大卡
麥當勞可樂,兒童杯,,82
麥當勞巧克力聖代,1 杯,,313
麥當勞玉米濃湯,1 杯,,39
麥當勞香草奶昔,1 杯,,282
麥當勞草莓奶昔,1 杯,,364
麥當勞草莓聖代,1 杯,,250
麥當勞麥克雞胸肉塊,1 塊,,280
麥當勞麥克雞塊,6 塊,,299
麥當勞麥香魚,1 塊,,344
麥當勞麥香雞,1 塊,,286
麥當勞漢堡,1 個,,260
麥當勞檸檬紅茶,1 大杯,,184
麥當勞蘋果派,1 個,,250
麥維它消化餅,,250克,1247
麥樂雞,6件,,290
麻婆豆腐,,200克,246
麻婆豆腐飯,1碟,,1139
麻辣、酸辣,,1000ml,450
麻糬冰,,,150
喜年來蔬菜餅乾,,30克,142
喜瑞爾玉米片即食,1杯,25克,95
喜瑞爾玉米熱食,1杯,245克,125
喜瑞爾全麥熱食,1杯,245克,110
喜瑞爾燕麥片即食,1杯,25克,100
喜瑞爾燕麥熱食,1杯,240克,130
提子乾15克,1湯匙,,40
提拉米蘇,1個,,315
揚州炒飯,1碟,,963
棉子油,1茶匙,5克,45
棉花糖,,35克,140
棉花糖大,5粒,,81
森永牛奶糖,1包,50克,209
森永芝麻牛奶糖,1包,50克,208
森永舒粒糖 圓盒,1盒,45克,180
森永黑糖牛奶糖,1包,50克,208
植物牛油,1 湯匙,,48
植物油,1茶匙,,45
植物油,1茶匙,5克,45
植物油,1 茶匙,5克,45 大卡
減肥汽水,,355 ml,3
湯麵,1碗,,600
滋露奶油巧克力,1條,28克,150
滋露咖啡巧克力,1條,28克,150
滋露草莓巧克力,1條,28克,150
無尾熊巧克力餅乾,,,350
焦糖烤布蕾,1個,,200
番茄雞油菇意粉,1份,,537
番茄雞絲燴意粉,1碟,,360
硬皮糕點,,100克,470
硬式牛奶冰淇淋,1杯,133克,270
粟子,6粒（大）,20克,70 大卡
粟米,,100克,176
粟米肉粒飯,1碟,,560
粟米雞粒飯,1碟,,383
紫心番薯片,15塊,28克,140
紫米花生湯圓,1粒,10克,31
紫菜壽司,半條,,170
統一木瓜牛奶,,250cc,157
統一布丁,1個,100克,190
統一布丁,1罐,,380
統一肉燥麵,1包,85克,407
統一豆漿,1瓶,500cc,290
統一乳果,1個,100克,92
統一果汁牛奶,1罐,250ml,178
統一麥香黃家奶茶,1罐,600ml,192
統一當歸麵線,1包,85克,422
統一榛果芝麻派,1支,,200
統一綠豆沙牛奶,,350cc,227
統一蜜豆奶,,250cc,133
統一調味果汁牛乳,1罐,,130
統一糙米漿,1瓶,500cc,355
統一鮮奶酪,1個,130克,120
統一鮮乳酪,1罐,,185
統一寶健,1瓶,375cc,75
統一AB乳果,1個,100克,92
腊味糯米飯,1碟,,323
舒跑,1罐,350ml,90
舒跑飲料,1瓶,350cc,31
菊花綠茶道地,,500 ml,92.8
菜,,0.5斤,44
菜包,1個,,204
菜肉包,1個,,372
菜遠牛肉炒河,1碟,,925
菜遠排骨飯,1碟,,524
菠蘿麵包,1/3個（小）,20克,70 大卡
菠蘿麵包,1個,,232
菠蘿麵包,80,,290
菠蘿麵包,1個,,405
菠蘿罐頭,1片,,40
華香雞排堡,1個,,710
華鱈魚,1個,,700
菲力,,100克,144.6
蛤蠣 帶殼,,50克,73
蛤蠣帶殼,,50克,73
賀喜牛奶巧克力 Hershey's,1條,37克,125
賀喜巧克力 Hershey's,1條,,210
賀喜白巧克力 Hershey's,1條,43克,250
賀喜杏仁牛奶巧克力 Hershey's,1條,37克,150
賀喜杏仁巧克力 Hershey's,1條,40克,220
賀喜花生巧克力棒 Hershey's,1條,,210
開心果30g,15粒,,165
開胃酒,1杯,,65
雲呢拿軟雪糕,1杯,24克,145
黃西瓜,1/10個,335克,60 大卡
黃豆干,,70克,75 大卡
黃豆油,,11克,100
黃豆腐,半塊,70克,73
黃油,1茶匙,,45
黃油,,100克,639
黃芥茉醬,1大匙,15克,12
黃金糕,,100克,298
黃糖,1 湯匙,,23
黃醬,,100克,140
黑,2茶匙,8克,45 大卡
黑瓜子,10粒,,21
黑白芝麻,2茶匙,8克,45
黑咖啡,1杯,,1
黑松汽水,1杯,350ml,360
黑松沙士,1瓶,350cc,126
黑胡椒豬排鐵板麵,1份,,660
黑啤酒,360C.C,,160
黑棗梅,1個,,20
黑森林蛋糕,1個,,250
黑椒牛仔骨,1碟,,971
黑椒粉,1湯匙,,5
黑嘉麗水果軟糖 黑莓子,1條,37克,160
黑嘉麗水果軟糖綜合水果,1條,37克,160
黑輪,1串,,90
黑糖糕,1份,100克,250
傳統蛋塔,1個,,255
圓形巧克力派,,,180
塌棵菜,,100克,25 大卡
奧利多,1瓶,150cc,69
奧利多,1罐,,90
奧雷特,1瓶,200cc,100
廈門炒米,1碟,,490
意大利辣肉腸,,100克,500
意粉,1碗,,170
愛之味牛奶花生,1罐,340ml,300
愛之味蒟蒻綠豆粉粿,1罐,340ml,250
椰子汁100%純汁,,200cc,36
椰子油,1茶匙,5克,45
椰子油,1茶匙,5克,45 大卡
椰汁年糕,,100克,253
椰絲25克,半杯,,150
椰菜,,100克,18
椰菜花,,100克,29
楓糖肉桂捲,1個,,500
溫州餛飩,1個,35克,45
溫蒂雞塊,1塊,,421
煉乳冰棒,1個,,90
煎牛肉--帶肥肉,,85克,245
煎堆,1個,,220
煎蛋,1隻,,105
煎豬排 中,1件,100克,225
煎臘腸,2條,,310
煎蘿蔔糕,4片,280克,340
煎釀三寶,1碟,,190
煎釀三寶,5件,,219
煙火雞肉,,100克,112
煙肉,100g,,350
"煙肉片 烤,半肥瘦",2片,30克,125
煙肉蛋漢堡,1個,,290
煙肉腸,1串,,163
照燒豬肉,1個,,461
獅子頭,2顆,,340
瑞士三角牛奶巧克力,1條,50克,250
瑞士三角巧克力,1條,75克,450
當勞麥香堡,1 個,,520
碗仔翅,1碗,,240
碗豆仁,,85克,70 大卡
碗豆仁,1碟,100克,94
碗豆苗,,100克,25
碗糕,,100克,332
萬歲牌杏仁小魚,1包,80克,438
萬歲牌杏仁果,1包,90克,585
萬歲牌開心果,1包,113克,680
萬歲牌蜜汁果,1包,110克,679
義大利肉醬麵,1份,248克,330
義大利肉醬麵,1份,,400
義美小羊羹,,40克,115
義美牛奶小泡芙,1包,65克,352
義美牛奶糖,1包,,640
義美牛奶糖,,40克,171
義美巧克力泡芙,1包,65克,344
義美夾心酥花生口味,,,162
義美夾心酥椰子牛奶口味,,,171
義美法蘭酥巧克力口味,,,162
義美法蘭酥白巧克力口味,,,166
義美花生夾心餅,,,147
義美花生煎餅,1包,,600
義美紅豆牛奶冰棒,1支,,140
義美草莓小泡芙,,,172
義美草莓夾心餅,,,151
義美高纖蘇打,,,146
義美健康取向全麥蘇打餅,1盒,190克,1022
義美健康取向蘇打餅,1盒,190克,959
義美健康蘇打夾心 葡萄,1盒,,620
義美蔬菜脆香餅乾,,,137
義美鮮乳軟糖,1包,,215
義美檸檬小泡芙,,,172
義美檸檬夾心,,30克,151
義美檸檬夾心酥,1包,180克,906
義美檸檬夾心餅,,,151
義美Choco Roll 巧克力捲,1盒,156克,620
聖女番茄,23個,,62
聖代,1個,,300
聖代霜淇淋,1個,250,
腰?肉,,100克,115
腰豆,,100克,336
腰果30g,15粒,,165
腱子肉,,100克,183
腸仔,1條,,220
萵苣莖,,100克,25 大卡
葡萄100%純 汁,,200cc,134
葡萄果醬,,100克,120
葡萄柚100%純汁,,200cc,98
葡萄原汁,1杯,216克,395
葡萄原汁,1杯,,395
葡萄酒,,100ml,98
葡萄酒,1杯,,95
葡萄乾土司,4片,,275
葡撻,1個,,320
葫蘆芭樂,1個,,61
蜂蜜芥末,1大匙,15克,33
蜂蜜綠茶道地,1罐,,43
話匣子,1包,,300
運動飲料,1瓶,355cc,110
?菜餃,4件,,258
?菜餅,1件,,535
嘉年華捲心酥,1盒,92克,420
嘉綠仙,1包,14克,70
嘉綠仙口香糖,1包,13.5克,72
嘉綠仙無糖超涼爽喉糖,1包,7克,20
壽司一盒,5 個,,435
壽司醋,1大匙,15克,27
壽桃牌生麵皇杯麵鮑魚味,1個,,262
夢雪麗巧克力,4個,,200
旗魚丸、魚丸,,60克,75 大卡
榛子朱古力咖啡Nescafe,,250 ml,70.4
榛子果仁,,1oz,180
榨菜肉絲麵,1碗,,400
榴連,,35克,60 大卡
滷肉飯,1碗,,440
漢堡牛排,1份,,698
漢堡包,1個,,260
漢堡排,1個,,360
熊仔餅,1盒,,334
蒸臭豆腐 5*5*1cm,1塊,60克,73
蒸蛋,,180克,81
蒸發奶,1/2杯,120毫升,150 大卡
蒸發奶,半杯,120克,170
福州魚丸,1個,1兩,63
福建炒飯,1碟,,1340
窩夫,2件,,398
綠力芭樂汁,1罐,,510
綠力柳橙汁,1罐,,510
綠豆凸,,100克,320
綠豆粉圓,1碗,220,
綠豆湯,1碗,220,
綠豆糕,,100克,417
綠豆糕,,100克,350
綠茶年糕,,100克,242
綠茶道地,,500 ml,72
維力炸醬麵,1包,90克,403
維大力,1罐,350ml,260
維他奶,,250 ml,60.8
腐皮壽司,2個,,170
腐竹皮,,100克,489
蒜茸醬,1湯匙,,13
蒜蓉醬,1大匙,15克,42
蒟蒻涼麵,1人份,170克,55
蒟蒻椰果,,40克,35
蓋奇巧克力,1條,28克,160
蜜世界,1個,900克,120
蜜糖,6茶匙,100克,296
蜜糖吐司,1個,,1200
蜜糖果醬,1湯匙,,85
輕怡微波爐爆谷,1包,,120
輕鬆小品,1瓶,250cc,140
辣味鮑魚仔飯團7-Eleven,1件,,146
辣味雞香堡,1個,,396
辣油豆瓣醬,,100克,80
辣椒魚露炒鮮菇,1份,,85
辣醬麻,,100克,135
酸奶酪 果味,1杯,,20
酸乳酪,1杯,,120
酸烏梅,,50克,120
銀絲捲,1條,75克,210
銅鑼燒,1個,,140
鳳梨原汁,1杯,250克,140
鳳梨原汁,1杯,,140
鳳梨乾,,50克,120
鳳梨酥,1個,,220
鳳梨罐頭,1圓片,40克,30
鳳眼果,,60克,60 大卡
廣式蘿蔔糕,1片,70克,97
廣東粥,1碗,,400
樂天小熊餅 強化巧克力夾心,1盒,56克,360
樂天小熊餅 巧克力夾心,1盒,56克,334
樂天小熊餅 草莓夾心,1盒,56克,320
模範生點心餅,,,333
模範生點餅,1包,107克,475
歐斯麥巧克力夾心,1盒,115克,590
潮州粉果,1件,,113
熟黃豆 另多含醣 5g,半杯,100克,146
熟黃豆另多含醣 5g,半杯,100克,146
熟蝦壽司,1件,,52
熱可可,1杯,180,
熱狗堡,1份,,263
熱香餅+牛油糖醬,1份,,410
瘦叉飯,1碟,,518
瘦火腿,2片,,70
瘦牛肉,,100克,164
蓮子乾,,100克,344
蓮蓉包,1個,,130
蔓越橘汁,1杯,253克,165
蔗糖年糕,,100克,250
蔘茸酒,300mL,,575
蔥花鹹麵包,1個,,180
蔥花麵包,105,,225
蔥燒牛肉麵,1包,90克,413
蔬菜汁,1罐,350ml,106
蔬菜汁,,355 ml,106
蝦丸,3個,,68
蝦仁炒蛋飯,1碟,,418
蝦米、小魚干,,10克,55 大卡
蝦味仙,1包,,432
蝦味先,1包,,446
蝦味先,1包,50克,514
蝦味先,1包,,100
蝦味先 香辣,1包,50克,509
蝦油,1茶匙,,4
蝦條,,150克,720
蝦餃,1隻,,40
蝦餃,4個,1兩,102
調味奶,1盒,,180
豌豆黃,,100克,134
豬大里肌,,35克,55
豬大里肌,,35克,55 大卡
豬大里脊,1片,1兩,56
豬大排,1片,3兩,145
豬大排、豬小排、羊肉、豬腳,,35克,75 大卡
豬火腿--帶肥肉,1片,85克,245
豬扒飯,1碟,,549
豬耳,,100克,228
豬肉干,,25克,55 大卡
豬肉水餃,1個,,40
豬肉水餃,4個,,102
豬肉乾,,25克,55
豬肉乾,2份,,95.7
豬肉乾,,25克,81
豬肉乾+10g醣類,,25克,55
豬肉酥,,20克,120 大卡
豬肉鬆,,20克,75 大卡
豬肉鬆+5g醣類,,20克,75
豬尾,,100克,373
豬後腿肉、牛條肉,,35克,120 大卡
豬後腿瘦肉,1塊,1兩,43
豬柳蛋漢堡,1個,,440
豬柳漢堡,1個,,360
豬排--去肥肉,1片,56克,150
豬排--帶肥肉,1片,78克,305
豬排大 連肥烤,1件,90克,300
豬排中 去肥烤,1件,60克,135
豬腎,,60克,53
豬腎,,60克,55 大卡
豬腳薑,1件,,87
豬腳薑蛋,1隻,,104
豬腳薑豬腳,1隻,,130
豬腳薑醋汁,1碗,,399
豬蹄,,43克,260
養樂多,1瓶,,68
養樂多,1瓶,100cc,68
養樂多,1瓶,100cc,100
養樂多,1罐,,100
魷魚壽司,1件,,47
魷魚鬚,1包,,369
橘子果凍,,,69
橙,1個,,50
橙味果汁先生,,180 ml,78.4
橫山新興梨,1/2個,140克,60 大卡
澳洲巨菇,,100克,26
燒牛肉,1件,,150
"燒牛肉 瘦,薄 90g",3片,,175
燒仙草,1杯,,150
燒仙草,1杯,230,
燒布丁,,,174
燒肉,1客,,420
燒肉 半肥瘦,1客,,331
燒餅,1個,,140
燒餅,,100克,326
燒餅,1/2個,30克,70 大卡
燒餅油條,1套,,370
燒餅油條,1套,,415
燒豬批,,100克,317
燒賣,1件,,42
燒賣,1個,30克,53
燒賣,2個,,105
燒賣 大,3個,,150
燒鴨,1份,120克,356
燒鴨,3兩,120克,356
燒雞,1客,,297
燒雞翼,1隻,,119
燕麥麵、雞蛋麵,1束,75克,270
燕餃,4個,1兩,118
燕餃,6個,,157
糖冬瓜,1片,,25
糖蓮藕,1片,,60
蕃茄100%純汁,,200cc,42
蕃薯葉,,3兩,34
餐包,1個（小）,25克,70 大卡
餐包,1個,,70
餛飩麵,1碗,,550
餛飩麵,1碗,,560
餛飩麵1碗,,,560
鴛鴦炒飯,1碟,,740
鴨肉去皮,,100克,267
鴨梨,１1/4個,135克,60 大卡
龍眼,12個,,60
龍眼,,130克,60 大卡
龍眼,1個,,5
龍眼,13顆,,60
龍眼干,,90克,60 大卡
龍眼去枝,15個,4兩,69
龍眼乾15g,1湯匙,,42
優沛蕾,1個,100克,100
優乳酪統一,,250 ml,81.6
優酪乳全脂,,240克,140
優鮮沛蔓越苺,大罐,200克,650
燴飯,,,380
膽肝,,25克,55 大卡
膽肝,,25克,55
膽肝,,20克,50
薄荷口香糖,,,10
薄荷巧克力,,30克,50
薄荷茶,1罐,,60
薯片,,100克,555
薯片25g,1包,,526
薯條,小包,,263
薯條,中包,,479
薯條,大包,,605
薯條,小包,,205
薯條,小包,,290
薯條,大包,,563
薯條,大盒,,340
薯條大,1份,,450
薯條小,1份,,210
薯條中,1份,,320
薯餅,1個,,130
鍋貼,1隻,,236
鍋貼,1個,35克,77
鍋貼,8個,,505
鍋燒麵,,60克,70 大卡
霜淇淋,1個,200,
霜淇淋餅乾,1個,180,
鮪魚 罐頭,,40克,73
鮪魚手捲,1 個,,260
鮪魚蛋三明治,1份,,275
鮪魚蛋餅,1份,,315
鮪魚蔬菜三明治1個,,107克,260
鮭魚 罐頭,,40克,73
鮭魚罐頭,,40克,73
鮮冬菇,,100克,19
鮮奶布丁,1個,,215
鮮奶油蛋糕,1片,,320
鮮竹卷,1隻,,60
鮮肉包,1個,80克,206
鮮肉包,1個,,225
鮮肉包,1個,,206
鮮肉湯圓,4個,,160
鮮肉湯圓,1個,20克,55
鮮肉雲吞,4個,,136
鮮豆漿維他,1杯,,55
鮮乳酪,,100克,129
鮮茄牛肉飯,1碟,,749
鮮窄橙汁,1杯,6onz,50
鮮雪裡紅,,100克,25 大卡
鮮綠茶維他,,236 ml,44.8
鮮魷魚,1尾,5兩,122
鮮橙汁,,1杯,164
齋啡,,355 ml,1
檸檬梳打,,355 ml,160
檸檬塔,1個,,310
翹鬍子洋芋片,,30克,171
翹鬍子洋芋片 綠大罐,,,1072
翹鬍子洋芋片 綠紅橘,小罐,,340
翹鬍子洋芋片 銀大罐,,,840
翹鬍子洋芋片 銀小罐,,,270
藍莓夾心,1個,92克,192
藍莓乾,,50克,100
醬芥辣,1份,,60
醬甜酸,1份,,50
醬燒烤,1份,,45
雙胞胎,,200克,696
雙層吉士,1個,,600
雙層芝士漢堡,1個,,520
雜果拼盤許留山,1客,,155
雞上腿,1件,,278
雞下腿,1件,,147
雞扎,1隻,,45
雞肉飯,1份,,713
雞肉滑蛋粥,1碗,600克,210
雞肝、雞肫,,30克熟重,55 大卡
雞里肌、雞胸肉,,30克,55 大卡
雞皇飯,1碟,,221
雞翅、雞排,,35克,75 大卡
雞胸肉連皮,,80克,162
雞脖子,,100克,130
雞蛋仔,1盤,,300
雞蛋布丁,1個,,190
雞蛋白,,70克,55 大卡
雞湯塊,1塊,,51
雞脾 連皮燒,1隻,100克,215
雞腿上部半部,,30克,73
雞腿堡,1個,,441
雞腿飯,1盤,,700
雞腿麵1碗,,,500
雞翼飯,1碟,,767
雞髀肉去皮,,80克,116
雞髀肉連皮,,80克,168
雞髀菇,,100克,33
鬆餅,1片,,206
鯇魚片,4片,,55
鵝肉去皮,,100克,252
瀨尿蝦壽司,1件,,45
爆米花,100g,,459
